"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 27 14:13:46 ICT 2024","Tue Feb 27 14:13:46 ICT 2024","66","","Spies, Stubs, and Clock","","","","cy.stub() matches depending on arguments",""
"passed","Tue Feb 27 14:11:35 ICT 2024","Tue Feb 27 14:11:36 ICT 2024","1693","","Aliasing","","","",".as() - alias a DOM element for later use",""
"passed","Tue Feb 27 14:11:46 ICT 2024","Tue Feb 27 14:11:47 ICT 2024","363","Assertions","Explicit Assertions","","","","expect - make an assertion about a specified subject",""
"passed","Tue Feb 27 14:12:12 ICT 2024","Tue Feb 27 14:12:12 ICT 2024","364","","Cookies","","","","cy.clearAllCookies() - clear all browser cookies",""
"passed","Tue Feb 27 14:10:37 ICT 2024","Tue Feb 27 14:10:38 ICT 2024","445","","example to-do app","","","","can check off an item as completed",""
"passed","Tue Feb 27 14:13:13 ICT 2024","Tue Feb 27 14:13:14 ICT 2024","1787","","Network Requests","","","","cy.request() - make an XHR request",""
"passed","Tue Feb 27 14:14:05 ICT 2024","Tue Feb 27 14:14:05 ICT 2024","369","","Traversal","","","",".first() - get first DOM element",""
"passed","Tue Feb 27 14:13:15 ICT 2024","Tue Feb 27 14:13:16 ICT 2024","829","","Network Requests","","","","cy.request() with query parameters",""
"passed","Tue Feb 27 14:12:23 ICT 2024","Tue Feb 27 14:12:24 ICT 2024","332","Cypress APIs","Cypress.platform","","","","Get underlying OS name",""
"passed","Tue Feb 27 14:14:02 ICT 2024","Tue Feb 27 14:14:03 ICT 2024","1356","","Traversal","","","",".children() - get child DOM elements",""
"passed","Tue Feb 27 14:14:20 ICT 2024","Tue Feb 27 14:14:21 ICT 2024","1366","","Utilities","","","","Cypress.Promise - instantiate a bluebird promise",""
"passed","Tue Feb 27 14:13:31 ICT 2024","Tue Feb 27 14:13:31 ICT 2024","391","","Querying","","","","cy.root() - query the root DOM element",""
"passed","Tue Feb 27 14:11:22 ICT 2024","Tue Feb 27 14:11:23 ICT 2024","1276","","Actions","","","",".select() - select an option in a <select> element",""
"passed","Tue Feb 27 14:11:15 ICT 2024","Tue Feb 27 14:11:15 ICT 2024","680","","Actions","","","",".submit() - submit a form",""
"passed","Tue Feb 27 14:12:01 ICT 2024","Tue Feb 27 14:12:01 ICT 2024","336","Connectors",".then()","","","","yields the returned value to the next command",""
"passed","Tue Feb 27 14:10:37 ICT 2024","Tue Feb 27 14:10:37 ICT 2024","683","","example to-do app","","","","can add new todo items",""
"passed","Tue Feb 27 14:14:05 ICT 2024","Tue Feb 27 14:14:06 ICT 2024","418","","Traversal","","","",".last() - get last DOM element",""
"passed","Tue Feb 27 14:12:49 ICT 2024","Tue Feb 27 14:12:50 ICT 2024","317","","Misc","","","","cy.wrap() - wrap an object",""
"passed","Tue Feb 27 14:15:00 ICT 2024","Tue Feb 27 14:15:00 ICT 2024","334","","Window","","","","cy.title() - get the title",""
"passed","Tue Feb 27 14:14:08 ICT 2024","Tue Feb 27 14:14:08 ICT 2024","401","","Traversal","","","",".parents() - get parent DOM elements from DOM elements",""
"passed","Tue Feb 27 14:14:04 ICT 2024","Tue Feb 27 14:14:05 ICT 2024","388","","Traversal","","","",".filter() - get DOM elements that match the selector",""
"passed","Tue Feb 27 14:11:23 ICT 2024","Tue Feb 27 14:11:24 ICT 2024","418","","Actions","","","",".scrollIntoView() - scroll an element into view",""
"passed","Tue Feb 27 14:12:31 ICT 2024","Tue Feb 27 14:12:32 ICT 2024","1244","","Files","","","","cy.fixture() - load a fixture",""
"passed","Tue Feb 27 14:12:40 ICT 2024","Tue Feb 27 14:12:40 ICT 2024","350","","Location","","","","cy.location() - get window.location",""
"passed","Tue Feb 27 14:14:07 ICT 2024","Tue Feb 27 14:14:07 ICT 2024","381","","Traversal","","","",".nextUntil() - get next sibling DOM elements until next el",""
"passed","Tue Feb 27 14:11:48 ICT 2024","Tue Feb 27 14:11:48 ICT 2024","471","Assertions","Explicit Assertions","","","","matches unknown text between two elements",""
"passed","Tue Feb 27 14:14:05 ICT 2024","Tue Feb 27 14:14:05 ICT 2024","350","","Traversal","","","",".find() - get descendant DOM elements of the selector",""
"passed","Tue Feb 27 14:13:46 ICT 2024","Tue Feb 27 14:13:46 ICT 2024","72","","Spies, Stubs, and Clock","","","","matches call arguments using Sinon matchers",""
"passed","Tue Feb 27 14:11:18 ICT 2024","Tue Feb 27 14:11:19 ICT 2024","669","","Actions","","","",".dblclick() - double click on a DOM element",""
"passed","Tue Feb 27 14:12:50 ICT 2024","Tue Feb 27 14:12:52 ICT 2024","2139","Misc","Cypress.Screenshot","","","","cy.screenshot() - take a screenshot",""
"passed","Tue Feb 27 14:10:35 ICT 2024","Tue Feb 27 14:10:37 ICT 2024","1958","","example to-do app","","","","displays two todo items by default",""
"passed","Tue Feb 27 14:12:00 ICT 2024","Tue Feb 27 14:12:00 ICT 2024","370","","Connectors","","","",".its() - get properties on the current subject",""
"passed","Tue Feb 27 14:13:45 ICT 2024","Tue Feb 27 14:13:45 ICT 2024","412","","Spies, Stubs, and Clock","","","","cy.stub() - create a stub and/or replace a function with stub",""
"passed","Tue Feb 27 14:13:42 ICT 2024","Tue Feb 27 14:13:45 ICT 2024","2697","","Spies, Stubs, and Clock","","","","cy.spy() retries until assertions pass",""
"passed","Tue Feb 27 14:12:40 ICT 2024","Tue Feb 27 14:12:41 ICT 2024","372","","Location","","","","cy.url() - get the current URL",""
"passed","Tue Feb 27 14:13:53 ICT 2024","Tue Feb 27 14:13:54 ICT 2024","1307","","Local Storage / Session Storage","","","","cy.clearLocalStorage() - clear all data in localStorage for the current origin",""
"passed","Tue Feb 27 14:14:29 ICT 2024","Tue Feb 27 14:14:33 ICT 2024","3839","","Viewport","","","","cy.viewport() - set the viewport size and dimension",""
"passed","Tue Feb 27 14:14:04 ICT 2024","Tue Feb 27 14:14:04 ICT 2024","358","","Traversal","","","",".eq() - get a DOM element at a specific index",""
"passed","Tue Feb 27 14:11:19 ICT 2024","Tue Feb 27 14:11:21 ICT 2024","1258","","Actions","","","",".check() - check a checkbox or radio element",""
"passed","Tue Feb 27 14:14:17 ICT 2024","Tue Feb 27 14:14:18 ICT 2024","1260","","Utilities","","","","Cypress._ - call a lodash method",""
"passed","Tue Feb 27 14:14:59 ICT 2024","Tue Feb 27 14:15:00 ICT 2024","551","","Window","","","","cy.document() - get the document object",""
"passed","Tue Feb 27 14:12:23 ICT 2024","Tue Feb 27 14:12:23 ICT 2024","322","Cypress APIs","Cypress.env()","","","","Get environment variables",""
"passed","Tue Feb 27 14:12:10 ICT 2024","Tue Feb 27 14:12:11 ICT 2024","382","","Cookies","","","","cy.getAllCookies() - get all browser cookies",""
"passed","Tue Feb 27 14:12:21 ICT 2024","Tue Feb 27 14:12:21 ICT 2024","429","Cypress APIs","Cypress.Cookies","","","",".debug() - enable or disable debugging",""
"passed","Tue Feb 27 14:13:45 ICT 2024","Tue Feb 27 14:13:46 ICT 2024","516","","Spies, Stubs, and Clock","","","","cy.clock() - control time in the browser",""
"passed","Tue Feb 27 14:11:48 ICT 2024","Tue Feb 27 14:11:49 ICT 2024","376","Assertions","Explicit Assertions","","","","assert - assert shape of an object",""
"passed","Tue Feb 27 14:13:55 ICT 2024","Tue Feb 27 14:13:55 ICT 2024","415","","Local Storage / Session Storage","","","","cy.getAllSessionStorage() - get all data in sessionStorage for all origins",""
"passed","Tue Feb 27 14:12:52 ICT 2024","Tue Feb 27 14:12:52 ICT 2024","373","Misc","Cypress.Screenshot","","","","Cypress.Screenshot.defaults() - change default config of screenshots",""
"passed","Tue Feb 27 14:13:14 ICT 2024","Tue Feb 27 14:13:15 ICT 2024","975","","Network Requests","","","","cy.request() - verify response using BDD syntax",""
"passed","Tue Feb 27 14:12:22 ICT 2024","Tue Feb 27 14:12:23 ICT 2024","347","Cypress APIs","Cypress.dom","","","",".isHidden() - determine if a DOM element is hidden",""
"passed","Tue Feb 27 14:11:24 ICT 2024","Tue Feb 27 14:11:27 ICT 2024","2587","","Actions","","","","cy.scrollTo() - scroll the window or element to a position",""
"passed","Tue Feb 27 14:14:03 ICT 2024","Tue Feb 27 14:14:04 ICT 2024","510","","Traversal","","","",".closest() - get closest ancestor DOM element",""
"passed","Tue Feb 27 14:14:08 ICT 2024","Tue Feb 27 14:14:09 ICT 2024","360","","Traversal","","","",".parentsUntil() - get parent DOM elements from DOM elements until el",""
"passed","Tue Feb 27 14:11:13 ICT 2024","Tue Feb 27 14:11:14 ICT 2024","700","","Actions","","","",".blur() - blur off a DOM element",""
"passed","Tue Feb 27 14:11:14 ICT 2024","Tue Feb 27 14:11:15 ICT 2024","876","","Actions","","","",".clear() - clears an input or textarea element",""
"passed","Tue Feb 27 14:12:00 ICT 2024","Tue Feb 27 14:12:00 ICT 2024","367","","Connectors","","","",".invoke() - invoke a function on the current subject",""
"passed","Tue Feb 27 14:12:58 ICT 2024","Tue Feb 27 14:13:02 ICT 2024","3803","","Navigation","","","","cy.go() - go back or forward in the browser's history",""
"passed","Tue Feb 27 14:14:42 ICT 2024","Tue Feb 27 14:14:48 ICT 2024","6068","","Waiting","","","","cy.wait() - wait for a specific amount of time",""
"passed","Tue Feb 27 14:11:24 ICT 2024","Tue Feb 27 14:11:24 ICT 2024","426","","Actions","","","",".trigger() - trigger an event on a DOM element",""
"passed","Tue Feb 27 14:13:28 ICT 2024","Tue Feb 27 14:13:30 ICT 2024","1615","","Querying","","","","cy.get() - query DOM elements",""
"passed","Tue Feb 27 14:12:12 ICT 2024","Tue Feb 27 14:12:12 ICT 2024","448","","Cookies","","","","cy.clearCookies() - clear browser cookies for the current domain",""
"passed","Tue Feb 27 14:11:58 ICT 2024","Tue Feb 27 14:12:00 ICT 2024","1133","","Connectors","","","",".each() - iterate over an array of elements",""
"passed","Tue Feb 27 14:12:21 ICT 2024","Tue Feb 27 14:12:22 ICT 2024","523","Cypress APIs","Cypress.arch","","","","Get CPU architecture name of underlying OS",""
"passed","Tue Feb 27 14:11:49 ICT 2024","Tue Feb 27 14:11:51 ICT 2024","1893","Assertions","Explicit Assertions","","","","retries the should callback until assertions pass",""
"passed","Tue Feb 27 14:12:48 ICT 2024","Tue Feb 27 14:12:48 ICT 2024","568","","Misc","","","","cy.exec() - execute a system command",""
"passed","Tue Feb 27 14:14:06 ICT 2024","Tue Feb 27 14:14:06 ICT 2024","419","","Traversal","","","",".next() - get next sibling DOM element",""
"passed","Tue Feb 27 14:12:46 ICT 2024","Tue Feb 27 14:12:48 ICT 2024","1513","","Misc","","","",".end() - end the command chain",""
"passed","Tue Feb 27 14:14:06 ICT 2024","Tue Feb 27 14:14:07 ICT 2024","403","","Traversal","","","",".nextAll() - get all next sibling DOM elements",""
"passed","Tue Feb 27 14:14:18 ICT 2024","Tue Feb 27 14:14:18 ICT 2024","453","","Utilities","","","","Cypress.$ - call a jQuery method",""
"passed","Tue Feb 27 14:12:24 ICT 2024","Tue Feb 27 14:12:24 ICT 2024","336","Cypress APIs","Cypress.spec","","","","Get current spec information",""
"passed","Tue Feb 27 14:12:10 ICT 2024","Tue Feb 27 14:12:10 ICT 2024","497","","Cookies","","","","cy.getCookies() - get browser cookies for the current domain",""
"passed","Tue Feb 27 14:14:19 ICT 2024","Tue Feb 27 14:14:20 ICT 2024","449","","Utilities","","","","Cypress.minimatch - test out glob patterns against strings",""
"passed","Tue Feb 27 14:13:54 ICT 2024","Tue Feb 27 14:13:55 ICT 2024","425","","Local Storage / Session Storage","","","","cy.getAllLocalStorage() - get all data in localStorage for all origins",""
"passed","Tue Feb 27 14:14:07 ICT 2024","Tue Feb 27 14:14:07 ICT 2024","391","","Traversal","","","",".not() - remove DOM elements from set of DOM elements",""
"passed","Tue Feb 27 14:12:11 ICT 2024","Tue Feb 27 14:12:11 ICT 2024","368","","Cookies","","","","cy.setCookie() - set a browser cookie",""
"passed","Tue Feb 27 14:13:31 ICT 2024","Tue Feb 27 14:13:31 ICT 2024","441","","Querying","","","",".within() - query DOM elements within a specific element",""
"passed","Tue Feb 27 14:14:10 ICT 2024","Tue Feb 27 14:14:10 ICT 2024","345","","Traversal","","","",".siblings() - get all sibling DOM elements",""
"passed","Tue Feb 27 14:11:21 ICT 2024","Tue Feb 27 14:11:22 ICT 2024","1525","","Actions","","","",".uncheck() - uncheck a checkbox element",""
"passed","Tue Feb 27 14:12:20 ICT 2024","Tue Feb 27 14:12:21 ICT 2024","1143","Cypress APIs","Cypress.Commands","","","",".add() - create a custom command",""
"passed","Tue Feb 27 14:12:22 ICT 2024","Tue Feb 27 14:12:22 ICT 2024","403","Cypress APIs","Cypress.config()","","","","Get and set configuration options",""
"passed","Tue Feb 27 14:10:38 ICT 2024","Tue Feb 27 14:10:38 ICT 2024","524","example to-do app","with a checked task","","","","can filter for uncompleted tasks",""
"passed","Tue Feb 27 14:14:07 ICT 2024","Tue Feb 27 14:14:08 ICT 2024","369","","Traversal","","","",".parent() - get parent DOM element from DOM elements",""
"passed","Tue Feb 27 14:12:23 ICT 2024","Tue Feb 27 14:12:23 ICT 2024","329","Cypress APIs","Cypress.log","","","","Control what is printed to the Command Log",""
"passed","Tue Feb 27 14:12:32 ICT 2024","Tue Feb 27 14:12:32 ICT 2024","343","","Files","","","","cy.fixture() or require - load a fixture",""
"passed","Tue Feb 27 14:12:24 ICT 2024","Tue Feb 27 14:12:24 ICT 2024","346","Cypress APIs","Cypress.version","","","","Get current version of Cypress being run",""
"passed","Tue Feb 27 14:12:00 ICT 2024","Tue Feb 27 14:12:01 ICT 2024","399","","Connectors","","","",".spread() - spread an array as individual args to callback function",""
"passed","Tue Feb 27 14:13:17 ICT 2024","Tue Feb 27 14:13:19 ICT 2024","1232","","Network Requests","","","","cy.request() - save response in the shared test context",""
"passed","Tue Feb 27 14:12:08 ICT 2024","Tue Feb 27 14:12:10 ICT 2024","1389","","Cookies","","","","cy.getCookie() - get a browser cookie",""
"passed","Tue Feb 27 14:11:46 ICT 2024","Tue Feb 27 14:11:46 ICT 2024","388","Assertions","Implicit Assertions","","","",".and() - chain multiple assertions together",""
"passed","Tue Feb 27 14:13:04 ICT 2024","Tue Feb 27 14:13:05 ICT 2024","1269","","Navigation","","","","cy.visit() - visit a remote url",""
"passed","Tue Feb 27 14:12:01 ICT 2024","Tue Feb 27 14:12:02 ICT 2024","353","Connectors",".then()","","","","yields the original subject without return",""
"passed","Tue Feb 27 14:10:38 ICT 2024","Tue Feb 27 14:10:39 ICT 2024","508","example to-do app","with a checked task","","","","can filter for completed tasks",""
"passed","Tue Feb 27 14:14:09 ICT 2024","Tue Feb 27 14:14:10 ICT 2024","344","","Traversal","","","",".prevUntil() - get all previous sibling DOM elements until el",""
"passed","Tue Feb 27 14:11:15 ICT 2024","Tue Feb 27 14:11:18 ICT 2024","2702","","Actions","","","",".click() - click on a DOM element",""
"passed","Tue Feb 27 14:12:01 ICT 2024","Tue Feb 27 14:12:01 ICT 2024","393","Connectors",".then()","","","","invokes a callback function with the current subject",""
"passed","Tue Feb 27 14:13:55 ICT 2024","Tue Feb 27 14:13:55 ICT 2024","396","","Local Storage / Session Storage","","","","cy.clearAllLocalStorage() - clear all data in localStorage for all origins",""
"passed","Tue Feb 27 14:14:18 ICT 2024","Tue Feb 27 14:14:19 ICT 2024","786","","Utilities","","","","Cypress.Blob - blob utilities and base64 string conversion",""
"passed","Tue Feb 27 14:11:47 ICT 2024","Tue Feb 27 14:11:47 ICT 2024","340","Assertions","Explicit Assertions","","","","pass your own callback function to should()",""
"passed","Tue Feb 27 14:13:55 ICT 2024","Tue Feb 27 14:13:56 ICT 2024","448","","Local Storage / Session Storage","","","","cy.clearAllSessionStorage() - clear all data in sessionStorage for all origins",""
"passed","Tue Feb 27 14:14:48 ICT 2024","Tue Feb 27 14:14:49 ICT 2024","1439","","Waiting","","","","cy.wait() - wait for a specific route",""
"passed","Tue Feb 27 14:11:19 ICT 2024","Tue Feb 27 14:11:19 ICT 2024","475","","Actions","","","",".rightclick() - right click on a DOM element",""
"passed","Tue Feb 27 14:12:33 ICT 2024","Tue Feb 27 14:12:33 ICT 2024","746","","Files","","","","cy.writeFile() - write to a file",""
"passed","Tue Feb 27 14:13:30 ICT 2024","Tue Feb 27 14:13:31 ICT 2024","601","","Querying","","","","cy.contains() - query DOM elements with matching content",""
"passed","Tue Feb 27 14:12:11 ICT 2024","Tue Feb 27 14:12:12 ICT 2024","444","","Cookies","","","","cy.clearCookie() - clear a browser cookie",""
"passed","Tue Feb 27 14:12:48 ICT 2024","Tue Feb 27 14:12:49 ICT 2024","725","","Misc","","","","cy.focused() - get the DOM element that has focus",""
